Id,SalePrice
1461,130218.0
1462,157850.56
1463,179148.0
1464,177741.61
1465,201180.47
1466,182249.55
1467,161937.17
1468,175125.95
1469,180967.44
1470,121240.41
1471,207777.51
1472,94313.93
1473,97225.43
1474,153837.92
1475,145152.4
1476,390206.48
1477,256371.6
1478,315415.81
1479,242388.45
1480,454382.72
1481,304553.94
1482,213851.68
1483,170907.62
1484,177774.43
1485,173721.79
1486,195089.65
1487,322032.06
1488,246788.67
1489,199788.31
1490,198306.72
1491,190308.29
1492,100658.69
1493,171604.67
1494,302613.3
1495,295315.09
1496,236990.91
1497,192685.91
1498,154827.36
1499,154532.72
1500,149287.93
1501,171466.83
1502,169551.24
1503,281310.26
1504,234441.03
1505,220537.06
1506,183422.13
1507,216918.04
1508,200771.47
1509,164486.07
1510,150107.0
1511,153365.69
1512,171439.5
1513,153767.73
1514,150476.25
1515,178803.2
1516,164375.0
1517,151835.6
1518,135198.24
1519,223247.86
1520,137980.0
1521,143747.82
1522,162714.4
1523,115072.09
1524,122342.8
1525,125322.98
1526,128703.8
1527,101496.52
1528,125608.66
1529,143857.0
1530,169875.0
1531,139548.99
1532,108384.33
1533,149922.03
1534,115520.69
1535,155823.5
1536,121759.53
1537,75352.19
1538,178724.64
1539,239978.7
1540,116563.93
1541,148054.09
1542,145860.9
1543,212225.59
1544,79630.14
1545,105181.0
1546,125099.02
1547,143402.48
1548,137818.38
1549,116126.04
1550,145512.04
1551,120184.89
1552,148387.87
1553,141964.62
1554,114337.32
1555,167396.9
1556,102743.54
1557,135131.85
1558,93807.95
1559,121288.58
1560,155616.95
1561,152225.0
1562,124671.5
1563,127163.76
1564,163177.03
1565,156618.53
1566,209899.35
1567,78320.47
1568,222877.0
1569,149332.0
1570,131730.0
1571,131588.84
1572,145042.12
1573,238771.46
1574,127525.73
1575,210504.53
1576,217713.78
1577,194715.6
1578,147143.42
1579,143751.8
1580,187907.75
1581,138653.37
1582,131432.5
1583,336197.44
1584,241966.33
1585,141724.5
1586,70701.11
1587,104250.69
1588,147644.76
1589,106035.34
1590,129844.49
1591,106293.58
1592,136974.63
1593,119463.51
1594,140314.68
1595,124529.83
1596,240976.52
1597,165856.2
1598,184936.65
1599,213921.44
1600,194892.64
1601,79197.33
1602,117733.44
1603,100295.3
1604,285997.57
1605,250491.95
1606,167378.0
1607,163214.59
1608,213193.72
1609,184652.45
1610,162910.26
1611,146177.37
1612,164970.33
1613,166984.2
1614,121016.1
1615,86946.0
1616,80551.0
1617,86313.5
1618,126672.6
1619,131647.5
1620,142958.3
1621,128320.9
1622,155080.46
1623,293576.95
1624,217324.35
1625,135226.5
1626,168673.5
1627,186168.74
1628,275569.1
1629,175796.02
1630,345801.62
1631,221607.56
1632,248279.26
1633,169605.53
1634,181007.4
1635,176946.4
1636,154735.89
1637,176899.37
1638,214093.9
1639,178043.4
1640,246979.17
1641,177897.74
1642,222053.65
1643,227373.4
1644,225785.82
1645,184280.06
1646,153789.5
1647,167150.05
1648,138616.25
1649,136984.8
1650,122589.54
1651,118828.0
1652,93754.0
1653,99349.26
1654,158357.0
1655,163279.65
1656,152599.4
1657,155030.0
1658,156093.86
1659,148468.45
1660,145263.33
1661,430929.25
1662,393575.09
1663,373582.07
1664,467727.52
1665,318030.82
1666,328694.8
1667,352080.51
1668,330639.13
1669,302502.83
1670,329496.8
1671,259324.25
1672,480309.49
1673,294510.03
1674,255581.04
1675,185304.34
1676,189038.4
1677,212124.93
1678,472125.75
1679,376307.08
1680,325639.87
1681,271794.93
1682,299368.55
1683,190461.44
1684,172395.21
1685,172756.82
1686,171341.74
1687,166907.64
1688,186058.5
1689,186957.89
1690,184782.41
1691,174054.4
1692,265138.48
1693,169365.89
1694,182268.0
1695,169721.47
1696,262775.76
1697,171319.12
1698,342711.94
1699,325959.7
1700,244509.57
1701,258353.91
1702,254028.41
1703,256524.65
1704,296062.72
1705,233463.44
1706,464848.15
1707,214151.21
1708,214109.74
1709,286952.63
1710,226272.69
1711,258639.35
1712,228462.36
1713,251875.68
1714,228099.28
1715,198607.04
1716,172689.58
1717,161883.44
1718,132781.49
1719,200261.75
1720,258934.15
1721,164814.26
1722,125317.14
1723,154951.0
1724,212536.61
1725,232404.1
1726,188995.0
1727,172374.9
1728,186100.5
1729,163544.23
1730,160714.79
1731,125207.0
1732,136929.23
1733,128652.9
1734,130303.66
1735,132115.83
1736,119688.5
1737,373994.46
1738,214375.23
1739,269543.4
1740,188555.17
1741,171448.02
1742,169036.78
1743,173899.35
1744,322598.28
1745,249163.91
1746,282136.64
1747,224281.0
1748,202658.5
1749,166192.74
1750,148088.82
1751,232177.23
1752,123773.68
1753,140097.2
1754,221015.53
1755,169826.96
1756,123109.05
1757,123331.34
1758,151009.0
1759,171591.0
1760,160521.32
1761,151691.69
1762,180089.24
1763,170963.3
1764,117172.0
1765,163592.5
1766,175651.4
1767,199679.2
1768,140376.75
1769,174280.88
1770,140485.27
1771,139910.5
1772,146242.82
1773,146619.19
1774,133604.71
1775,135318.35
1776,120788.45
1777,118030.5
1778,131274.35
1779,118785.14
1780,173561.3
1781,137522.05
1782,98230.84
1783,131299.73
1784,96285.26
1785,119865.69
1786,157937.58
1787,170152.55
1788,58753.59
1789,104757.74
1790,88960.0
1791,178831.65
1792,156240.25
1793,137331.77
1794,140332.1
1795,136347.39
1796,121810.93
1797,116674.13
1798,129513.55
1799,117929.0
1800,127272.1
1801,127178.5
1802,146978.25
1803,150227.71
1804,141500.65
1805,136403.0
1806,112990.08
1807,149621.45
1808,121417.0
1809,127794.54
1810,151422.64
1811,117241.01
1812,118887.4
1813,120407.54
1814,101160.62
1815,60720.94
1816,105842.91
1817,120783.88
1818,137482.44
1819,120265.58
1820,82381.43
1821,123651.88
1822,143781.25
1823,65847.84
1824,139222.4
1825,141543.4
1826,107521.93
1827,107289.6
1828,138842.8
1829,117904.0
1830,143565.49
1831,173767.4
1832,108770.08
1833,149464.7
1834,135386.32
1835,171780.67
1836,131691.44
1837,103870.0
1838,135896.08
1839,88908.5
1840,160447.49
1841,145353.11
1842,90927.47
1843,142298.5
1844,138115.13
1845,144394.39
1846,155251.33
1847,151496.46
1848,62919.33
1849,113191.04
1850,132188.05
1851,151803.75
1852,128772.84
1853,131986.41
1854,178891.01
1855,134811.45
1856,223905.22
1857,159744.69
1858,136393.85
1859,120641.99
1860,152413.17
1861,120424.47
1862,272113.12
1863,267470.42
1864,267470.42
1865,339960.18
1866,326639.97
1867,239269.23
1868,302742.19
1869,195758.0
1870,243738.13
1871,252879.6
1872,172166.96
1873,226798.06
1874,136064.0
1875,204437.08
1876,190851.3
1877,207337.68
1878,215144.68
1879,135239.0
1880,138077.4
1881,238348.07
1882,252485.21
1883,197129.6
1884,217279.3
1885,261750.4
1886,303291.64
1887,195133.18
1888,277986.75
1889,163273.63
1890,135485.87
1891,140871.5
1892,109923.26
1893,142481.5
1894,128731.07
1895,148191.5
1896,127797.9
1897,123757.4
1898,111464.75
1899,132605.72
1900,149012.56
1901,169768.32
1902,132752.86
1903,228823.55
1904,142455.0
1905,178911.4
1906,153938.55
1907,200522.9
1908,113763.43
1909,131362.63
1910,126915.92
1911,191053.7
1912,257480.09
1913,137606.51
1914,69225.33
1915,324042.09
1916,70584.85
1917,251409.82
1918,136658.0
1919,157428.37
1920,142923.22
1921,406247.76
1922,330718.7
1923,197285.5
1924,244503.44
1925,222627.14
1926,375719.05
1927,139313.75
1928,154740.22
1929,129504.8
1930,116810.93
1931,140844.8
1932,132019.25
1933,174395.74
1934,179081.06
1935,175526.97
1936,187732.4
1937,182278.3
1938,164099.48
1939,248683.14
1940,199759.47
1941,177220.4
1942,192137.7
1943,195638.06
1944,318751.06
1945,377414.95
1946,156559.81
1947,310650.74
1948,172033.14
1949,252799.51
1950,181010.69
1951,276082.89
1952,250386.33
1953,167870.88
1954,207648.9
1955,130287.52
1956,283435.44
1957,153329.84
1958,302558.97
1959,140874.72
1960,115847.24
1961,122393.18
1962,94026.93
1963,102144.43
1964,114826.44
1965,156697.18
1966,141430.2
1967,296018.96
1968,384539.27
1969,374959.98
1970,434746.11
1971,429313.28
1972,352435.56
1973,263191.13
1974,314131.49
1975,470283.47
1976,277862.39
1977,343161.24
1978,345916.94
1979,340816.04
1980,196721.7
1981,330273.95
1982,239517.86
1983,225560.46
1984,167179.74
1985,213000.44
1986,215186.28
1987,183538.88
1988,178719.07
1989,188250.4
1990,219261.79
1991,216983.53
1992,214633.0
1993,175162.08
1994,245627.22
1995,180994.95
1996,250424.96
1997,334112.16
1998,352581.88
1999,255502.13
2000,309541.38
2001,268810.03
2002,234291.56
2003,253659.72
2004,260367.14
2005,227844.61
2006,219822.84
2007,246104.69
2008,212778.54
2009,191212.5
2010,189824.94
2011,137989.53
2012,177308.86
2013,181475.65
2014,185852.3
2015,201593.25
2016,191708.25
2017,202237.1
2018,127169.12
2019,134851.6
2020,117980.0
2021,121808.5
2022,174840.4
2023,154216.96
2024,214511.44
2025,364688.45
2026,187403.96
2027,143437.19
2028,153402.98
2029,168898.78
2030,282333.19
2031,260874.82
2032,272204.35
2033,277053.65
2034,165187.85
2035,199339.58
2036,187306.91
2037,194275.7
2038,331598.63
2039,213634.97
2040,399507.21
2041,286570.55
2042,201760.13
2043,172526.32
2044,175598.81
2045,244104.87
2046,134891.03
2047,149966.73
2048,134413.6
2049,134003.33
2050,183348.2
2051,104616.43
2052,140560.87
2053,143148.25
2054,84087.11
2055,161992.55
2056,128102.33
2057,130259.0
2058,210598.5
2059,133632.59
2060,162833.0
2061,175798.24
2062,139230.0
2063,111137.59
2064,141690.5
2065,123141.27
2066,179232.4
2067,133004.94
2068,134145.25
2069,87901.37
2070,111816.06
2071,94979.53
2072,139369.15
2073,137048.5
2074,180609.03
2075,148056.75
2076,126304.94
2077,149806.0
2078,130123.88
2079,137098.02
2080,116112.55
2081,123268.5
2082,132230.55
2083,148202.0
2084,115402.58
2085,133959.75
2086,105771.06
2087,120351.76
2088,109903.54
2089,94372.05
2090,132527.71
2091,125014.03
2092,132034.39
2093,142513.32
2094,139672.17
2095,157343.32
2096,92874.51
2097,103006.58
2098,146310.15
2099,59688.82
2100,108809.69
2101,121499.36
2102,144769.85
2103,105481.75
2104,142256.26
